wav_filename,wav_filesize,transcript
common_voice_ga-IE_18937556.wav,125228,gura fada buan sibh agus go raibh míle maith agaibh go léir
common_voice_ga-IE_17919582.wav,111404,is mór an pléisiúr dúinn a bheith anseo arís inniu
common_voice_ga-IE_18937555.wav,96044,an bhfuil a fhios agatsa a phádraig
common_voice_ga-IE_17640990.wav,109868,a gcuid saineolais
common_voice_ga-IE_17640993.wav,94508,is liom a dhuine uasail
common_voice_ga-IE_17640991.wav,161324,tá dualgas agus ról againn ar fad san iarracht seo
common_voice_ga-IE_18124457.wav,108332,ar an mbróg
common_voice_ga-IE_17775679.wav,122924,léiriú agus eadráin
common_voice_ga-IE_17775677.wav,145964,tá a bhean uasal tá sé faoin mbord
common_voice_ga-IE_18124458.wav,124460,an bhfuil an leabhar dearg ar an urlár a mhichíl
common_voice_ga-IE_18124460.wav,182060,go raibh míle maith agaibh agus beirigí libh mo bheannacht ó chroí
common_voice_ga-IE_17640992.wav,119084,an bhfuil a mbróga ar na buachaillí
common_voice_ga-IE_17775681.wav,130604,ó dhaltaí scoile
common_voice_ga-IE_18182015.wav,109868,na seamróg glas beag
common_voice_ga-IE_18182014.wav,111404,níl aon ceann acu ansin
common_voice_ga-IE_17775680.wav,163628,is fearr bothán biamhar ná caisleán gortach
common_voice_ga-IE_17770376.wav,157484,tá fáilte romhaibh go léir chuig áras an uachtaráin tráthnóna
common_voice_ga-IE_18124461.wav,200492,thaitin sé leis rothaíocht faoin ngrian bhreá
common_voice_ga-IE_18114745.wav,117548,agus cad é an dath atá air
common_voice_ga-IE_17770377.wav,46124,an iodáil
common_voice_ga-IE_17770378.wav,48428,an leabhar sin
common_voice_ga-IE_18182016.wav,102188,tá a deirfiúr sa bhaile
common_voice_ga-IE_17770374.wav,115244,tabhair cabhair don fhoireann
common_voice_ga-IE_18182017.wav,115244,a bhalla d’iontaobhas ghlas naíon
common_voice_ga-IE_18114747.wav,130604,d'oibrigh daoine as lámha a chéile
common_voice_ga-IE_17770375.wav,194348,tá mé an bhuíoch díbhse go léir freisin as an bhfíorchaoin fáilte a d’fhear sibh romham
common_voice_ga-IE_17571657.wav,94508,níl a máthair anseo
common_voice_ga-IE_18114746.wav,115244,caol le caol agus leathan le leathan
common_voice_ga-IE_17571656.wav,192044,ar an drochuair níor éirigh leis an phlean a bhí acú agus gabhadh mac easmainn
common_voice_ga-IE_17571658.wav,194348,a airí a theachtaí dála a sheanadóirí a dhaoine uaisle a chairde gael
common_voice_ga-IE_18114753.wav,157484,níl aon leabhar ag an doras ach tá leabhar ar an mbord
common_voice_ga-IE_18184903.wav,195884,ba é pádraic ó conaire a leag síos caighdeán na scríbhneoireachta sa nua ghaeilge
common_voice_ga-IE_18184904.wav,94508,is liom a bhean uasal
common_voice_ga-IE_17571654.wav,63788,dún do chlab
common_voice_ga-IE_20287640.wav,105260,beir bua agus beannacht
common_voice_ga-IE_17571655.wav,149804,comórtas na mbailte slachtmhara supervalu dhá mhíle a seacht déag
common_voice_ga-IE_20287655.wav,152108,cé hiad na taibhsí ionainn a spreagann muid chun troda
common_voice_ga-IE_18184950.wav,99116,tá sé le díol
common_voice_ga-IE_20287678.wav,214316,rugadh an t ochtú lá is fiche de mhí feabhra míle ocht gcéad ochtó a dó
common_voice_ga-IE_18184974.wav,169772,is mór an pléisiúr dom é an chomhdháil thábhachtach seo a oscailt
common_voice_ga-IE_20287654.wav,245804,treaslaím libh agus déanaim comhghairdeas libh as an tsár obair seo atá curtha i gcrích agaibh
common_voice_ga-IE_19769396.wav,111404,sagart is ea é
common_voice_ga-IE_19769395.wav,121388,bhí arán agus im agam
common_voice_ga-IE_18184951.wav,172076,chun comhghairdeas a dhéanamh libh as ucht comórtas na mbailte a bhuachan
common_voice_ga-IE_20287682.wav,78380,ní hea go deimhin
common_voice_ga-IE_21267539.wav,117548,díolfaidh mé an comhar leat uair éigin
common_voice_ga-IE_19769414.wav,87596,go mairfidh sé sin
common_voice_ga-IE_19769411.wav,111404,go raibh míle maith agaibh go léir
common_voice_ga-IE_21267614.wav,103724,guím rath agus sonas oraibh go léir
common_voice_ga-IE_21267555.wav,107564,ní dóigh liom go dtabharfaí post dó
common_voice_ga-IE_21267535.wav,152108,impím oraibh gan na maidí a ligean le sruth
common_voice_ga-IE_21267608.wav,203564,tá sibh bailithe ón earnáil phríobháideach an earnáil dheonach agus an státchóras
common_voice_ga-IE_19769398.wav,93740,go n éirí leat
common_voice_ga-IE_18935986.wav,198188,tá fíorchaoin fáilte romhaibh ar fad go bhaile átha cliath agus go héirinn
common_voice_ga-IE_18935973.wav,130604,balla íseal is ea é sin
common_voice_ga-IE_21267567.wav,84524,easpa céille atá air
common_voice_ga-IE_18935971.wav,111404,an ciste gráin
common_voice_ga-IE_18935972.wav,132908,comhghairdeas ó chroí libh
common_voice_ga-IE_18935983.wav,102188,ábhar ginearálta
common_voice_ga-IE_21374541.wav,109868,tá sé an gheal anocht
common_voice_ga-IE_18182365.wav,133676,i gcathair na mart is ea chodail mé aréir
common_voice_ga-IE_21374606.wav,144428,crá croí agus buairt aigne atá orm anois
common_voice_ga-IE_18935988.wav,117548,airleacain in aisíoctha
common_voice_ga-IE_21374638.wav,153644,agus nach sampla den chéad scoth atá anseo againn
common_voice_ga-IE_21367510.wav,90668,tá sé sa bhaile
common_voice_ga-IE_18182370.wav,129068,cad atá ar an mbinse anois a bhriain
common_voice_ga-IE_21496009.wav,92204,múineann gá seift
common_voice_ga-IE_21367513.wav,122924,b’fhearr imeacht anois sílim
common_voice_ga-IE_18181649.wav,107564,cá bhfuil sé inniu
common_voice_ga-IE_18182369.wav,145196,a ard mhéara
common_voice_ga-IE_18181650.wav,96044,táim ar meisce
common_voice_ga-IE_18182378.wav,108332,bhí sé beo ar éigean
common_voice_ga-IE_18182363.wav,119084,ceart go leor
common_voice_ga-IE_18182381.wav,119084,ní hé sin an t aon chúis le gaeilge a fhoghlaim dar ndóigh
common_voice_ga-IE_18181652.wav,96044,mí an mhárta
common_voice_ga-IE_18181651.wav,88364,táimid go maith
common_voice_ga-IE_18182380.wav,145964,mar sin tá áthas orm an deis seo a bheith agam bualadh libh
common_voice_ga-IE_18181667.wav,88364,tá an spéir ina criathar
common_voice_ga-IE_18181665.wav,103724,is bosca é seo
common_voice_ga-IE_18181664.wav,99884,briseadh giall mo dhuine
common_voice_ga-IE_18186809.wav,152108,tá cailín deas ag an bhfuinneog
common_voice_ga-IE_18181663.wav,107564,tús maith leath na hoibre
common_voice_ga-IE_18186786.wav,122924,sin maoin thar na bearta
common_voice_ga-IE_18186788.wav,190508,an ghaeilge teanga dhúchais an oileáin seo
common_voice_ga-IE_18186784.wav,140588,agus an mbeidh sé i gcill airne amárach
common_voice_ga-IE_18186785.wav,94508,an iorua
common_voice_ga-IE_18186787.wav,182828,tá súil agam gur tráthnóna torthúil a bheidh ann daoibh
common_voice_ga-IE_18188141.wav,94508,parlaimint na heorpa
common_voice_ga-IE_18186798.wav,113708,tá cuid acu seo olc
common_voice_ga-IE_18188153.wav,261164,tá áthas orm a fhógairt go bhfuil tús leis an ochtó tríú comórtas náisiúnta treabhdóireachta
common_voice_ga-IE_18188157.wav,207404,tá áthas orm féin agus ar shaidhbhín fáilte a fhearadh romhaibh go háras an uachtaráin
common_voice_ga-IE_18186795.wav,115244,an chuid salainn
common_voice_ga-IE_18186796.wav,115244,ceacht a haon déag
common_voice_ga-IE_18165119.wav,141356,bíonn cluasa ar na clathacha
common_voice_ga-IE_18188154.wav,217388,tá áthas orm féin agus ar shaidhbhín fáilte a fhearadh romhaibh chuig áras an uachtaráin
common_voice_ga-IE_18188152.wav,65324,ar an gcathaoir
common_voice_ga-IE_18188150.wav,121388,coimhéad fearg fhear na foighde
common_voice_ga-IE_18188142.wav,102188,is i mbéarla a labhair séamus
common_voice_ga-IE_18188144.wav,175148,tá fáilte agus fiche romhaibh ar fad anseo chuig áras an uachtaráin
common_voice_ga-IE_18165122.wav,87596,is é seo an fear
common_voice_ga-IE_18165126.wav,84524,ar an ordóg
common_voice_ga-IE_18165123.wav,86828,a haon a chlog
common_voice_ga-IE_18165121.wav,92204,an cúigiú bliain
common_voice_ga-IE_18165127.wav,139820,tá an mála buí ar an mbinse
common_voice_ga-IE_18165124.wav,117548,tá sé a ceathair a chlog
common_voice_ga-IE_18185065.wav,90668,cá bhfuil do chapall
common_voice_ga-IE_18165138.wav,148268,cad é an contae is mó in éirinn
common_voice_ga-IE_18185063.wav,94508,an áit ina bhfuil sé
common_voice_ga-IE_18185076.wav,88364,a óglacha na héireann
common_voice_ga-IE_18186258.wav,125228,bhí siad ag imeacht le fán
common_voice_ga-IE_18114751.wav,102188,an raibh na cailíní ag obair
common_voice_ga-IE_18185062.wav,92204,an cúigiú ceacht
common_voice_ga-IE_18185120.wav,99884,fear mór crua é siúd
common_voice_ga-IE_18713213.wav,84524,an bhfeiceann tú an daol
common_voice_ga-IE_18186257.wav,88364,beir beannacht
common_voice_ga-IE_18185095.wav,142124,is maith leis na fir bhuí an spaisteoireacht
common_voice_ga-IE_18713212.wav,109868,níl cruth ar bith ort
common_voice_ga-IE_18713230.wav,110636,an bhfuil do leabhar féin agat
common_voice_ga-IE_18713211.wav,73004,thar an gcnoc
common_voice_ga-IE_18713214.wav,107564,is maith an scéalaí an aimsir
common_voice_ga-IE_18713255.wav,103724,tá cuid de sin olc
common_voice_ga-IE_18713258.wav,255020,go raibh míle maith agaibh as ucht na fíorchaoin fáilte a d’fhear sibh romham
common_voice_ga-IE_19646741.wav,137516,is fearr stuaim ná neart
common_voice_ga-IE_18713257.wav,102188,ní raibh spide fí air
common_voice_ga-IE_19666379.wav,136748,an réamhrá leis an gcéad eagrán
common_voice_ga-IE_19666378.wav,110636,an iomarca uisce
common_voice_ga-IE_19666384.wav,122924,ar dheis dé go raibh siad
common_voice_ga-IE_19666331.wav,125996,an coiste ligin isteach a chealú
common_voice_ga-IE_18713231.wav,170540,tír ina raibh an ghaeilge beo beathach
common_voice_ga-IE_18713256.wav,85292,an fear mór
common_voice_ga-IE_19744362.wav,182828,bhí an fear ba mhó ina shuí sa chathaoir ba lú
common_voice_ga-IE_19769394.wav,132140,ní raibh ach bhí uachtar agam
common_voice_ga-IE_19666329.wav,122924,cad é an sliabh is airde in éirinn
common_voice_ga-IE_19823270.wav,97580,cé leis an leabhar seo
common_voice_ga-IE_19744401.wav,112172,ní leis é
common_voice_ga-IE_19823268.wav,118316,deir sé go bhfuil leabhar buí aige
common_voice_ga-IE_18115883.wav,86060,ar an mballa
common_voice_ga-IE_19744398.wav,125228,an bhfuil leabhar eile agat
common_voice_ga-IE_18182382.wav,98348,sin é a dhuine uasail
common_voice_ga-IE_18115884.wav,164396,bíonn súil le muir ach ní bhíonn súil le tír
common_voice_ga-IE_18115886.wav,176684,tá áthas orm a bheith anseo i leabharlann chester beatty anocht
common_voice_ga-IE_18115882.wav,139820,ceacht a deich
common_voice_ga-IE_18133597.wav,244268,óráid an uachtaráin ag comórtas peile na noileán dhá mhíle a sé déag
common_voice_ga-IE_18133587.wav,116780,cá bhfuil an mála dearg
common_voice_ga-IE_18133591.wav,128300,is maith an scáthán súil charad
common_voice_ga-IE_18133588.wav,108332,tá mo dhóthain aráin agam
common_voice_ga-IE_18133601.wav,166700,is mór an pléisiúr dom a bheith ar ais anseo i san francisco
common_voice_ga-IE_18133599.wav,190508,ní bheidh siad ní bheidh mícheál ó murchú ar scoil amárach
common_voice_ga-IE_18133590.wav,79148,an fhrainc
common_voice_ga-IE_18133589.wav,88364,ní deas an rud é
common_voice_ga-IE_18133600.wav,135980,a choimisinéirí oifig na noibreacha poiblí
common_voice_ga-IE_19117847.wav,65324,mar an gcéanna
common_voice_ga-IE_19117845.wav,111404,is lá é seo chun ceiliúradh a dhéanamh
common_voice_ga-IE_19117849.wav,206636,tá áthas orm an deis a bheith agam freastal ar an siompóisiam tábhachtach seo
common_voice_ga-IE_18188143.wav,102188,bhí sé beo ar éigean
common_voice_ga-IE_19117843.wav,109868,leabhar mór fada atá ann
common_voice_ga-IE_19117842.wav,235052,an chuideachta do ghníomhú mar ghníomhaire do thrádálaithe tae cláraithe
common_voice_ga-IE_19117856.wav,84524,dia dhaoibh tráthnóna
common_voice_ga-IE_19117860.wav,108332,an coiste achomhairc
common_voice_ga-IE_19117870.wav,188204,is ceisteanna tábhachtacha iad seo a chaithfimid a phlé go hiomlán
common_voice_ga-IE_19117850.wav,117548,a deich a chlog
common_voice_ga-IE_19117867.wav,89132,tá sé i mo lámh agam
common_voice_ga-IE_19117897.wav,161324,craoltóir cumasach ildánach a bhí ann
common_voice_ga-IE_18133598.wav,69164,ar an gcóta
common_voice_ga-IE_19117896.wav,112940,bíonn ciúin ciontach
common_voice_ga-IE_19117900.wav,235052,tá na smaointe agus na tionscnaimh nua atá ós ár gcomhair inniu suntasach
common_voice_ga-IE_19117882.wav,106028,líon gob an chú
common_voice_ga-IE_19012294.wav,117548,an mbeidh sé anseo amárach
common_voice_ga-IE_19117844.wav,152108,rinne siad achomharc chun na cúirte
common_voice_ga-IE_19012312.wav,130604,tuill do phá agus tabharfar duit é
common_voice_ga-IE_19012302.wav,106028,an chéad cheacht
common_voice_ga-IE_19012296.wav,149804,an bhfuil bhur mbróga oraibh
common_voice_ga-IE_19012315.wav,172844,níos luaithe inniu bhí roinnt searmanas againn chun an craoibhín aoibhinn a chomóradh
common_voice_ga-IE_18185064.wav,121388,mo thruasa an té a bhfuil sin aige
common_voice_ga-IE_19012314.wav,86828,an duine geal
common_voice_ga-IE_19012374.wav,144428,a chairde na héireann agus na haetóipe
common_voice_ga-IE_19012375.wav,195884,a aíonna uile agus a dhaoine óga ach go háirithe
common_voice_ga-IE_19012372.wav,126764,comhghairdeachas mór le cnocán an éin fhinn
common_voice_ga-IE_19117899.wav,119852,tá ár mbróga orainn
common_voice_ga-IE_19012395.wav,94508,forlámhas na ngall
common_voice_ga-IE_19012384.wav,88364,cur i gcéill atá ann
common_voice_ga-IE_19012383.wav,132908,is uaisle an rí ná an bochtán
common_voice_ga-IE_19012410.wav,99884,cad í an tír is mó ar domhan
common_voice_ga-IE_19012316.wav,96044,cathain a bheidh sé anseo
common_voice_ga-IE_18114287.wav,102188,an rabhadar go léir ag obair
common_voice_ga-IE_18114286.wav,184364,tá seasmhacht ag baint le saothar agus oidhreacht edward delaney
common_voice_ga-IE_19012416.wav,96044,an t aonú ceacht déag
common_voice_ga-IE_19012413.wav,126764,is fearr rith maith ná drochsheasamh
common_voice_ga-IE_18114283.wav,159788,a chathaoirligh agus a dhaoine uaisle go léir
common_voice_ga-IE_18185133.wav,96044,tá sé anseo anois
common_voice_ga-IE_18114284.wav,99884,an leabhar bán
common_voice_ga-IE_19012415.wav,188204,an chionmhaireacht a laghdófar an méadú luachála
common_voice_ga-IE_19024919.wav,202028,gabhaim buíochas leat as do chuid focal cineálta anocht a uachtaráin
common_voice_ga-IE_18114285.wav,159788,tír ar aon chéim le gach tír eile ar domhan
common_voice_ga-IE_19024902.wav,130604,dá fhada an lá tagann an tráthnóna
common_voice_ga-IE_19024903.wav,240428,tugann sé deis do scéalaithe na nua fhíse a gceird a fhoghlaim agus a mhaisiú
common_voice_ga-IE_19024899.wav,171308,tá an bhróg ag an tseanmháthair
common_voice_ga-IE_19024907.wav,155948,is ábhar mórtais agus bróid daoibh an méid sin
common_voice_ga-IE_18713234.wav,98348,múineann gá seift
common_voice_ga-IE_19024900.wav,102188,fuacht na haimsire
common_voice_ga-IE_19024913.wav,109868,an príomhstiúrthóir
common_voice_ga-IE_19024911.wav,103724,cá bhfuil sé a mhichíl
common_voice_ga-IE_18165125.wav,210476,tá fáilte agus fiche romhaibh ar fad anseo chuig áras an uachtaráin
common_voice_ga-IE_19024905.wav,129068,mar a dúirt an file seamus heaney
common_voice_ga-IE_19024921.wav,207404,fearaim fíorchaoin fáilte roimh gach duine atá linn tráthnóna
common_voice_ga-IE_19328199.wav,117548,bíonn sé ann go rialta
common_voice_ga-IE_19666316.wav,142124,guím rath agus sonas oraibh go léir
common_voice_ga-IE_19024908.wav,125228,a chairde na héireann agus na síne
common_voice_ga-IE_18165135.wav,198956,mar sin tá áthas orm an deis seo a bheith agam bualadh libh
common_voice_ga-IE_19328200.wav,96044,na leabhair sin
common_voice_ga-IE_19328201.wav,97580,déan ceapaire dom
common_voice_ga-IE_19328198.wav,132908,dúnaigí go léir bhur leabhair arís
common_voice_ga-IE_19328203.wav,195116,ní gan dua ná gan díograis a tháinig na gnéithe sin slán chugainn
common_voice_ga-IE_19328208.wav,89900,lár na habairte
common_voice_ga-IE_19328210.wav,89132,ar an mála
common_voice_ga-IE_19328213.wav,190508,tá go leor dúshlán fós romhainn maidir le caomhnú agus neartú na gaeilge
common_voice_ga-IE_19024920.wav,107564,bain an crios sin díot
common_voice_ga-IE_19328212.wav,102956,an príomh acht
common_voice_ga-IE_19328272.wav,145964,má dhéanaimid é seo beidh todhchaí lán le féidearthachtaí romhainn
common_voice_ga-IE_19328202.wav,184364,guím gach rath oraibh agus sibh ag leanúint le bhur n obair thábhachtach
common_voice_ga-IE_19328260.wav,125228,aeriompar nach aeriompar idirnáisiúnta
common_voice_ga-IE_19328270.wav,100652,a theachtaí dála
common_voice_ga-IE_19328271.wav,106028,is fearr a bheith cinnte ná caillte
common_voice_ga-IE_19328255.wav,181292,is críoch iontach í an cheolchoirm seo ar lá iontach i gcathair ghlaschú
common_voice_ga-IE_17570029.wav,238892,tá an chathaoir mhór ag an doras agus tá an chathaoir bheag ag an bhfuinneog
common_voice_ga-IE_19328258.wav,137516,chaill sí máistreacht air de cheal cleachtaidh
common_voice_ga-IE_17570032.wav,134444,an grád míchumais
common_voice_ga-IE_17570030.wav,128300,an raibh aon ní eile agat
common_voice_ga-IE_17570031.wav,137516,an bhfuil cóta mór ort
common_voice_ga-IE_19328268.wav,131372,níl ach tá hata orm féin
common_voice_ga-IE_17570046.wav,92204,ceithre bliana
common_voice_ga-IE_17570054.wav,110636,agus a chairde gael
common_voice_ga-IE_17570045.wav,166700,níl sé chomh láidir leis an bhfear
common_voice_ga-IE_19328264.wav,111404,tá brian ag imeacht
common_voice_ga-IE_17570055.wav,178988,tá fíorchaoin fáilte romhaibh ar fad go bhaile átha cliath agus go héireann
common_voice_ga-IE_17570047.wav,113708,is buí atá uaim
common_voice_ga-IE_17570048.wav,97580,luí fada atá uaim
common_voice_ga-IE_17570056.wav,141356,fréamh chearnach a naoi sin a trí
common_voice_ga-IE_17570074.wav,100652,go raibh maith agaibh go léir
common_voice_ga-IE_17570057.wav,124460,tá na leabhair go léir ar an mbord
common_voice_ga-IE_17570078.wav,84524,a gcaithim sa lá
common_voice_ga-IE_17570076.wav,173612,tréaslaím sibh as bhúr carthanachas agus as bhúr saoránacht
common_voice_ga-IE_17776001.wav,84524,an garsún láidir
common_voice_ga-IE_17570077.wav,77612,a cúig a chlog
common_voice_ga-IE_17570044.wav,135980,thosaigh an cruinniú ar a deich a chlog
common_voice_ga-IE_17776010.wav,230444,is mór an pléisiúr dom a bheith anseo libh ar fad inniu
common_voice_ga-IE_17570058.wav,122924,an ceathrú ceacht déag
common_voice_ga-IE_17776016.wav,230444,is mór an pléisiúr dom é an chomhdháil thábhachtach seo a sheoladh
common_voice_ga-IE_17776017.wav,119084,a ceathair déag d'fhichithe
common_voice_ga-IE_17776012.wav,155948,i ndiaidh a chéile a thógtar na caisleáin
common_voice_ga-IE_17776002.wav,117548,go raibh maith agaibh as ucht na fáilte cineálta
common_voice_ga-IE_17776003.wav,113708,cá raibh sé
common_voice_ga-IE_17776004.wav,111404,air siúd an locht
common_voice_ga-IE_17776028.wav,180524,tá áthas orm féin agus ar shaidhbhín go bhfuil sibh inár gcomhluadar
common_voice_ga-IE_17776029.wav,184364,ceapann sé anois gur leis féin an dá cheann acu
common_voice_ga-IE_17776000.wav,103724,an bhfuil hata uirthi
common_voice_ga-IE_17776026.wav,182828,nuair a iarradh ar eddie píosa ealaíne a shainmhíniú dúirt sé
common_voice_ga-IE_17776024.wav,184364,acmhainn de shaghas a bhí ann
common_voice_ga-IE_17776030.wav,79148,a dó dhéag d'fhichithe
common_voice_ga-IE_17674934.wav,198188,tá fíorchaoin fáilte romhaibh ar fad chuig áras an uachtaráin inniu
common_voice_ga-IE_17674936.wav,96044,ní go héasca a tharla sé
common_voice_ga-IE_17776025.wav,122924,acht ón oireachtas
common_voice_ga-IE_17674943.wav,69164,mo theach féin
common_voice_ga-IE_17674940.wav,111404,is iontach an rud í gach teanga
common_voice_ga-IE_17674944.wav,84524,bhí an gadhar ina luí
common_voice_ga-IE_17674942.wav,61484,an india
common_voice_ga-IE_17674937.wav,230444,a aíonna oirirce a mhisinéirí a dhaoine uaisle agus a dhaoine córa ar fad
common_voice_ga-IE_17674939.wav,73004,an é sin tomás
common_voice_ga-IE_17674938.wav,92204,tá a dhuine uasail
common_voice_ga-IE_17674935.wav,167468,ar aghaidh linn mar sin go dtí an phríomhchúis a bhfuilimid anseo inniu
common_voice_ga-IE_17674945.wav,69164,ar an lámh
common_voice_ga-IE_17674941.wav,157484,agus a dhaoine óga agus a dhaltaí scoile ach go háirithe
common_voice_ga-IE_17674948.wav,117548,cad é an sliabh is airde ar domhan
common_voice_ga-IE_17674951.wav,76844,a dó a chlog
common_voice_ga-IE_17674947.wav,161324,is é corrán tuathail an sliabh is airde in éirinn
common_voice_ga-IE_18181800.wav,152108,agus nach breá an píosa den scoth atá cruthaithe acu
common_voice_ga-IE_17674952.wav,92204,an bhfuil grá agat dom
common_voice_ga-IE_17674950.wav,106028,nach mór atá pól
common_voice_ga-IE_18181798.wav,153644,nach raibh an dá leabhar aige inné
common_voice_ga-IE_18181820.wav,99884,is lú é seo ná é siúd
common_voice_ga-IE_18181802.wav,175148,ní raibh teas pill sa bhlaincéad
common_voice_ga-IE_17674946.wav,113708,tá seán chomh mór le séamas
common_voice_ga-IE_18181801.wav,102188,tá seán ag an doras
common_voice_ga-IE_18181819.wav,265004,tá roinnt agaibh tagtha ón ngaeltacht agus cuid eile agaibh ón ngalltacht
common_voice_ga-IE_18181822.wav,96044,tá a bhean uasal
common_voice_ga-IE_18181821.wav,98348,dún do leabhar anois
common_voice_ga-IE_18181818.wav,148268,éirigh a mháire agus bog an cliabhán
common_voice_ga-IE_18183508.wav,126764,mo theachsa féin
common_voice_ga-IE_18183534.wav,103724,tá cóta bán ar nóra
common_voice_ga-IE_18183518.wav,130604,cró na muc is fearr dó sin
common_voice_ga-IE_18183511.wav,117548,tá a lán fear breá in éirinn
common_voice_ga-IE_19328253.wav,84524,an chuid salainn
common_voice_ga-IE_18183517.wav,244268,gabhaim buíochas le kitty gallagher uachtarán chraobh na héireann an wafa
common_voice_ga-IE_18183521.wav,138284,an é sin tomás
common_voice_ga-IE_18183510.wav,111404,dia dhaoibh go léir
common_voice_ga-IE_18183507.wav,117548,beagán aráin
common_voice_ga-IE_18183533.wav,88364,an raibh diarmaid ag obair
common_voice_ga-IE_18183535.wav,92204,achtacháin a oiriúnú
common_voice_ga-IE_18921098.wav,80684,dúirt sé go dtiocfadh sé
common_voice_ga-IE_17570033.wav,143660,thosaigh máire ag gabháil chrónán na banaltra de ghlór íseal
common_voice_ga-IE_18921386.wav,72236,ar an leabhar
common_voice_ga-IE_18921095.wav,105260,a chloiginn úd thall atá gan teanga
common_voice_ga-IE_18921094.wav,90668,tá mo bhróga orm
common_voice_ga-IE_18921410.wav,64556,na fáinní deasa
common_voice_ga-IE_18921096.wav,73004,sin ciumhais na páirce
common_voice_ga-IE_18921482.wav,125228,achomhairc i gcoinne cinneadh na cúirte dúiche
common_voice_ga-IE_18921413.wav,66860,beidh sé anseo
common_voice_ga-IE_18921479.wav,77612,tá scóip faoi
common_voice_ga-IE_18921387.wav,76076,an bhfuil aon chapall agat
common_voice_ga-IE_18921726.wav,95276,an frog agus an madra rua
common_voice_ga-IE_18921724.wav,151340,ar an gcion saoil a rinne sé chun an teanga a athnuachan agus a leathnú
common_voice_ga-IE_18921480.wav,165164,tá áthas orm mar éarlamh ar chnuasach bhéaloideas éireann labhairt libh inniu
common_voice_ga-IE_18921385.wav,142124,an bhfuil do dheartháir féin ar scoil inniu
common_voice_ga-IE_17360383.wav,117548,ospidéal chuláiste na hollscoile gaille
common_voice_ga-IE_17360380.wav,132908,ba mhór an tógaint croí dúinn ar fad é
common_voice_ga-IE_17360379.wav,63788,dia dhuit
